순서,ID,실행,PASS,FAIL,보류,라운드,우선순위,테스트 시점,상황/트리거,플랫폼,기능 영역,화면/기능,확인 목적,사전조건/데이터,실행 절차,기대 결과,증적,버그ID,비고
20,QA-GS-020,,,,,R1 Smoke,P0,온보딩 마무리 로직 수정 후,여권 발급 직후 섬 입장,iOS/Android,섬 생성,섬 입장 액션,발급 화면에서 홈으로 진입할 수 있는지 확인,여권 발급 완료 상태,발급 화면의 섬 입장 버튼 선택,홈 셸로 이동하고 이후 세션이 섬 생성 완료 상태로 유지,,
21,QA-GS-021,,,,,R2 Core,P1,섬 생성 에러 처리 수정 후,생성 API 실패,iOS/Android,섬 생성,저장 실패 처리,실패 시 사용자가 내용을 잃지 않고 재시도 가능한지 확인,저장 실패 유도 환경,정상 입력 후 제출; 실패 유도,스낵바로 실패 이유가 표시되고 화면에 머물며 재입력 없이 재시도 가능,,
22,QA-GS-022,,,,,R1 Smoke,P0,하단 내비게이션 수정 후,로그인 완료 상태,iOS/Android,홈 셸,하단 5탭 노출,핵심 탭 구성이 정상 표시되는지 확인,로그인 완료와 섬 존재 상태,홈 셸 진입; 하단 탭 레이블/아이콘 확인,비행장 마켓 홈 도감 무주식 5개 탭이 정상 표시,,
23,QA-GS-023,,,,,R1 Smoke,P0,탭 화면 전환 수정 후,각 탭을 순서대로 이동,iOS/Android,홈 셸,탭 전환 안정성,탭 이동 시 앱바와 본문이 일관되게 바뀌는지 확인,로그인 완료 상태,5개 탭을 순차적으로 탭; 각 화면 확인,현재 탭에 맞는 제목/액션/본문이 바뀌고 깜빡임이나 죽은 화면 없음,,
24,QA-GS-024,,,,,R2 Core,P1,홈 앱바 액션 수정 후,홈 탭/마켓 탭/무주식 탭 진입,iOS/Android,홈 셸,탭별 앱바 액션,탭별 액션 버튼이 맞게 노출되는지 확인,로그인 완료 상태,홈 탭에서 알림/설정; 마켓 탭에서 내 거래; 무주식 탭 액션 확인,탭 성격에 맞는 액션만 보이고 오동작 없음,,
25,QA-GS-025,,,,,R1 Smoke,P0,다중 섬 로직 수정 후,섬 2개 이상 보유,iOS/Android,홈 셸,섬 전환,선택한 섬 기준으로 연동 데이터가 바뀌는지 확인,같은 계정에 섬 2개 이상 준비,홈 탭 앱바에서 섬 전환; 비행장/무주식/홈 카드 확인,선택 섬에 따라 정보가 즉시 바뀌고 서로 섞이지 않음,,
26,QA-GS-026,,,,,R2 Core,P1,알림 페이지 수정 후,홈 탭에서 알림 아이콘 선택,iOS/Android,홈 셸,알림함 진입,홈에서 알림함으로 진입이 자연스러운지 확인,알림 데이터 1건 이상 준비,홈 탭 알림 아이콘 선택,알림 페이지가 열리고 뒤로가기로 홈으로 복귀 가능,,
27,QA-GS-027,,,,,R2 Core,P1,설정 페이지 수정 후,홈 탭에서 설정 아이콘 선택,iOS/Android,홈 셸,설정 진입,홈에서 설정으로 진입 가능한지 확인,로그인 완료 상태,홈 탭 설정 아이콘 선택,설정 페이지가 열리고 뒤로가기로 홈으로 복귀 가능,,
28,QA-GS-028,,,,,R2 Core,P1,홈 새로고침 로직 수정 후,홈 데이터가 변경된 상태,iOS/Android,홈 셸,홈 풀투리프레시,홈에서 연결 데이터가 갱신되는지 확인,섬/도감/무주식 데이터 일부 변경,홈 탭 당겨서 새로고침,섬 정보 도감 요약 무주식 요약이 최신 상태로 갱신,,
29,QA-GS-029,,,,,R2 Core,P0,비행장 세션 로직 수정 후,선택된 섬이 있는 상태,iOS/Android,비행장,세션 초기 로드,비행장 세션이 초기화되어 기본 화면이 구성되는지 확인,로그인 상태와 선택 섬 존재,비행장 탭 진입; 로딩 후 섹션 확인,게이트 도도코드 대기열 방문자 관련 섹션이 정상 노출,,
30,QA-GS-030,,,,,R2 Core,P0,비행장 게이트 로직 수정 후,게이트 닫힘 상태에서 열기 또는 반대 상태,iOS/Android,비행장,게이트 토글 저장,게이트 열림/닫힘 상태가 저장되는지 확인,선택 섬 존재,게이트 상태 변경; 다른 탭 이동; 다시 비행장 진입,변경한 상태가 유지되고 서버/로컬 상태가 일치,,
31,QA-GS-031,,,,,R2 Core,P0,규칙 편집 기능 수정 후,비행장 규칙이 비어있거나 기존 값이 있음,iOS/Android,비행장,섬 규칙 편집,규칙 편집이 저장되고 재노출되는지 확인,선택 섬 존재,규칙편집 선택; 문구 입력; 저장; 재진입,입력한 규칙이 다시 표시되고 거래/방문 흐름에서 참조 가능,,
32,QA-GS-032,,,,,R2 Core,P0,도도코드 입력 시트 수정 후,도도코드 미등록 상태,iOS/Android,비행장,도도코드 등록,코드 등록 후 화면에 반영되는지 확인,선택 섬 존재,도도코드 입력 시트 열기; 코드 저장,저장 즉시 화면에 코드가 반영되고 관련 흐름에서 사용 가능,,
33,QA-GS-033,,,,,R2 Core,P1,클립보드 액션 수정 후,도도코드가 등록된 상태,iOS/Android,비행장,도도코드 복사,복사 액션이 성공 피드백을 주는지 확인,활성 도도코드 준비,복사 버튼 탭,클립보드에 코드가 복사되고 복사 완료 스낵바가 표시,,
34,QA-GS-034,,,,,R2 Core,P1,도도코드 리셋 로직 수정 후,도도코드가 등록된 상태,iOS/Android,비행장,도도코드 초기화,기존 코드가 초기화되는지 확인,활성 도도코드 준비,초기화 액션 수행; 재진입,코드가 제거되고 관련 초대 흐름에서 이전 코드가 사용되지 않음,,
35,QA-GS-035,,,,,R2 Core,P0,방문 요청 생성/표시 수정 후,다른 계정이 현재 섬에 방문 요청,iOS/Android,비행장,대기열 증가 표시,새 요청이 비행장 대기열에 반영되는지 확인,호스트 계정 1개와 방문 요청 계정 1개 준비,타 계정으로 방문 요청 생성; 호스트 계정 비행장 탭 확인,대기열 수와 요청 목록이 증가하고 최신 요청이 보임,,
36,QA-GS-036,,,,,R2 Core,P1,대기열 알림 설정 수정 후,새 요청이 들어오고 대기열 알림 설정 ON,iOS/Android,비행장,새 대기열 스낵바,ON일 때만 새 대기열 안내를 보여주는지 확인,설정에서 대기열 알림 ON; 새 요청 발생,새 요청 발생 후 호스트 비행장 화면 대기,내 방문 모집글에 새 대기열이 추가됐다는 스낵바가 1회 노출,,
37,QA-GS-037,,,,,R2 Core,P1,대기열 알림 설정 수정 후,새 요청이 들어오고 대기열 알림 설정 OFF,iOS/Android,비행장,새 대기열 스낵바 OFF,OFF일 때는 앱 내 안내가 나오지 않는지 확인,설정에서 대기열 알림 OFF; 새 요청 발생,새 요청 발생 후 비행장 화면 대기,대기열 데이터는 갱신되지만 스낵바 알림은 노출되지 않음,,
38,QA-GS-038,,,,,R2 Core,P0,요청 목록 초대 로직 수정 후,대기 요청은 있으나 도도코드가 비어 있음,iOS/Android,비행장,승낙 전 도도코드 필수,도도코드 없이 승낙할 수 없도록 막는지 확인,대기 요청 1건 이상; 도도코드 미등록,요청 목록 열기; 승낙 시도,도도코드를 먼저 등록하라는 안내가 나오고 승낙이 진행되지 않음,,
39,QA-GS-039,,,,,R2 Core,P0,요청 목록 인원 제한 수정 후,대기 요청이 여러 명이고 남은 슬롯보다 많음,iOS/Android,비행장,최대 초대 인원 제한,슬롯 수를 초과한 승낙을 막는지 확인,동시 요청 다수 준비,요청 여러 명 선택; 제한 초과 상태로 초대 시도,최대 인원 초과 안내가 표시되고 초과 승낙이 되지 않음,,
40,QA-GS-040,,,,,R2 Core,P1,방문 상태 표시 수정 후,일부 요청은 초대됨 일부는 도착 상태,iOS/Android,비행장,초대/도착 상태 표시,방문 상태가 섹션에 맞게 보이는지 확인,승낙된 요청과 도착 처리된 요청 준비,비행장 메인 및 관련 목록 확인,초대됨 방문중 도착 상태가 올바른 섹션과 문구로 표시,,
41,QA-GS-041,,,,,R2 Core,P1,내 요청 동기화 수정 후,현재 계정이 다른 섬에 보낸 요청이 있음,iOS/Android,비행장,내 대기 요청 섹션,내가 보낸 요청이 최신순으로 정리되는지 확인,다른 섬에 보낸 활성 요청 준비,비행장 탭의 내 대기 요청 섹션 확인,현재 섬이 아닌 다른 섬에 대한 활성 요청만 최신순으로 표시,,
42,QA-GS-042,,,,,R2 Core,P1,비행장 새로고침 로직 수정 후,요청이나 코드 상태가 직전 변경됨,iOS/Android,비행장,풀투리프레시,당겨서 새로고침 시 최신 정보가 반영되는지 확인,호스트/게스트 상태 중 하나 변경,비행장 탭에서 새로고침,게이트 코드 요청 방문자 상태가 최신 정보로 업데이트,,
43,QA-GS-043,,,,,R2 Core,P0,마켓 목록/스트림 수정 후,거래글이 여러 개 존재,iOS/Android,마켓,목록 초기 로드,마켓 목록이 정상 로드되는지 확인,거래글 3건 이상 준비,마켓 탭 진입; 카드/정렬/상태 확인,거래글 카드가 노출되고 로딩 후 화면이 안정적으로 유지,,
44,QA-GS-044,,,,,R2 Core,P1,마켓 새로고침 UX 수정 후,마켓 탭 진입 상태,iOS/Android,마켓,당겨서 새로고침,새로고침 동작이 오류 없이 끝나는지 확인,마켓 탭 진입 상태,당겨서 새로고침 수행,새로고침 애니메이션이 자연스럽게 종료되고 화면이 멈추지 않음,,
45,QA-GS-045,,,,,R2 Core,P0,검색 로직 수정 후,제목/작성자/아이템명이 서로 다른 거래글 준비,iOS/Android,마켓,검색 필터,여러 필드 기준 검색이 되는지 확인,검색 대상 거래글 3건 이상 준비,검색어를 제목 작성자 제안 아이템 희망 아이템 기준으로 각각 입력,입력한 키워드가 포함된 거래글만 남고 다른 거래글은 숨겨짐,,
46,QA-GS-046,,,,,R2 Core,P0,카테고리 필터 수정 후,카테고리가 섞인 거래글 존재,iOS/Android,마켓,카테고리 칩 필터,카테고리 선택에 따라 목록이 변하는지 확인,카테고리별 거래글 준비,카테고리 칩을 순차 선택,선택한 카테고리만 남고 전체 선택 시 원복,,
47,QA-GS-047,,,,,R2 Core,P1,빈 상태 UI 수정 후,검색 결과가 없거나 게시글 자체가 없음,iOS/Android,마켓,빈 상태 카드,결과 없음 상태가 자연스러운지 확인,빈 데이터 또는 미일치 검색어 준비,검색어로 결과 없음 만들기 또는 빈 계정 사용,빈 상태 카드가 표시되고 레이아웃이 깨지지 않음,,
48,QA-GS-048,,,,,R2 Core,P0,거래 등록 스텝 UI 수정 후,신규 거래 등록 시작,iOS/Android,마켓,거래 등록 Step 1,등록 플로우의 첫 단계가 정상 동작하는지 확인,거래 등록 가능한 로그인 계정,등록 버튼 선택; 거래 타입/기본 정보 단계 확인,단계 표시와 다음 버튼이 정상 동작하고 입력 상태가 유지,,
49,QA-GS-049,,,,,R2 Core,P1,거래 타입 분기 로직 수정 후,나눔 거래 타입 선택,iOS/Android,마켓,나눔 스텝 건너뛰기,나눔일 때 불필요한 상대 선택 단계를 건너뛰는지 확인,거래 등록 진입 상태,거래 타입을 나눔으로 선택; 다음/이전 이동 확인,나눔은 교환 상대 단계가 생략되고 이전 이동도 기대한 스텝으로 복귀,,
50,QA-GS-050,,,,,R2 Core,P1,아이템/재화 선택 로직 수정 후,벨 또는 마일권 기반 거래 등록,iOS/Android,마켓,재화 선택,아이템 대신 재화를 선택해 등록할 수 있는지 확인,거래 등록 진입 상태,재화 옵션 선택; 수량 입력; 다음 진행,재화 라벨/수량이 정상 반영되고 이후 확인 화면에도 유지,,
51,QA-GS-051,,,,,R2 Core,P1,아이템 피커 수정 후,일반 아이템 또는 주민 선택,iOS/Android,마켓,아이템 선택기,아이템 피커에서 원하는 아이템을 선택할 수 있는지 확인,도감 데이터 로드 가능 상태,아이템 선택기 열기; 검색/카테고리 이동; 항목 선택,선택한 아이템명 이미지 스타일이 등록 폼에 반영,,
52,QA-GS-052,,,,,R2 Core,P1,터치거래 로직 수정 후,터치거래 타입 선택,iOS/Android,마켓,터치거래 아이템 목록,터치거래 아이템 다중 선택과 미리보기가 되는지 확인,터치거래 등록 진입 상태,터치거래 선택; 여러 아이템 추가; 다음 진행,선택 아이템이 요약/미리보기에 반영되고 제한 수 이상에서도 UI가 깨지지 않음,,
53,QA-GS-053,,,,,R2 Core,P1,증빙 이미지 수정 후,거래글 등록 중 이미지 첨부,iOS/Android,마켓,증빙 이미지 업로드,이미지 첨부와 미리보기가 되는지 확인,사진 권한 허용 상태,거래 등록에서 이미지 선택,선택한 이미지가 확인 단계 또는 상세에 반영될 준비 상태로 유지,,
54,QA-GS-054,,,,,R1 Smoke,P0,거래 등록 검증 로직 수정 후,필수값 누락 상태로 등록 시도,iOS/Android,마켓,등록 유효성 검증,필수 입력 없이 등록되지 않도록 막는지 확인,거래 등록 진입 상태,필수 항목 일부 누락; 제출 시도,누락 항목 안내 후 제출이 차단되고 사용자는 현재 단계에 머묾,,
55,QA-GS-055,,,,,R1 Smoke,P0,거래 저장 로직 수정 후,정상 값으로 거래글 등록,iOS/Android,마켓,거래글 등록 성공,등록 성공 후 목록과 상세에 반영되는지 확인,유효한 거래 데이터 준비,등록 완료; 마켓 목록과 상세 확인,새 거래글이 목록에 보이고 상세 진입이 가능,,
56,QA-GS-056,,,,,R2 Core,P1,거래 수정 모드 수정 후,기존 거래글 편집 진입,iOS/Android,마켓,기존 거래글 프리필,수정 모드에서 기존 값이 채워지는지 확인,내 거래글 1건 준비,내 글 수정 진입,제목 메모 타입 아이템 재화 이미지 등 기존 정보가 폼에 채워짐,,
57,QA-GS-057,,,,,R2 Core,P0,내 글 액션 수정 후,내 거래글 카드가 목록에 보임,iOS/Android,마켓,내 글 수정/삭제/완료 액션,목록 카드 액션이 내 글에만 노출되는지 확인,내 글과 남의 글 각각 준비,마켓 목록에서 카드 액션 비교,내 글에만 수정 삭제 완료 버튼이 보이고 남의 글에는 노출되지 않음,,
58,QA-GS-058,,,,,R2 Core,P0,내 글 삭제 로직 수정 후,대기 상태의 내 거래글,iOS/Android,마켓,내 글 삭제,삭제 시 목록에서 제거되는지 확인,삭제 가능한 내 거래글 준비,카드 또는 상세에서 삭제 수행,해당 글이 목록에서 제거되고 재진입 시 보이지 않음,,
59,QA-GS-059,,,,,R2 Core,P0,거래 완료 로직 수정 후,거래가 진행 가능 또는 완료 가능한 상태,iOS/Android,마켓,내 글 완료 처리,완료 처리 후 상태와 버튼 구성이 바뀌는지 확인,완료 가능한 내 거래글 준비,완료 액션 수행; 목록/상세/내 거래 페이지 확인,상태가 완료로 반영되고 더 이상 활성 거래 액션을 할 수 없음,,
60,QA-GS-060,,,,,R2 Core,P0,상세 화면 구성 수정 후,거래글 상세 진입,iOS/Android,마켓,상세 기본 정보,상세 상단 정보와 안내 카드가 모두 보이는지 확인,거래글 1건 준비,거래글 탭; 상세 화면 확인,제목 이미지 거래 개요 이동 방식 방문객 안내가 누락 없이 표시,,
61,QA-GS-061,,,,,R2 Core,P0,타인 글 제안 로직 수정 후,타인의 활성 거래글 상세,iOS/Android,마켓,거래 제안 제출,타인 글에 거래 제안을 보낼 수 있는지 확인,타인 거래글과 현재 계정 준비,상세 진입; 제안하기 수행,내 제안 상태가 생성되고 상세/내 거래 관련 화면에 반영,,
62,QA-GS-062,,,,,R2 Core,P1,제안 취소 로직 수정 후,이미 보낸 제안이 존재,iOS/Android,마켓,내 제안 취소,보낸 제안을 취소할 수 있는지 확인,내가 보낸 활성 제안 준비,상세 또는 관련 화면에서 제안 취소,제안 상태가 취소로 바뀌고 더 이상 활성 제안으로 보이지 않음,,
63,QA-GS-063,,,,,R2 Core,P0,제안 수락/거절 로직 수정 후,내 글에 타인의 제안이 도착,iOS/Android,마켓,글 작성자 제안 처리,수락과 거절이 각각 정확히 반영되는지 확인,내 글에 제안 1건 이상 준비,받은 거래 제안 섹션에서 수락 또는 거절 수행,양쪽 계정에서 상태가 동일하게 갱신되고 중복 처리되지 않음,,
64,QA-GS-064,,,,,R2 Core,P1,제안 큐 UI 수정 후,터치거래 + 호스트 이동 방식,iOS/Android,마켓,받은 제안 큐 표시,여러 제안이 들어온 경우 큐 정보가 자연스럽게 보이는지 확인,터치거래 제안 다수 준비,상세의 받은 거래 제안 섹션 확인,대기 제안 수와 선택 가능한 대상 정보가 올바르게 표시,,
65,QA-GS-065,,,,,R2 Core,P0,도도코드 전송 수정 후,제안 수락이 끝난 상태,iOS/Android,마켓,도도코드 전송 페이지,수락된 상대에게 초대 코드를 보낼 수 있는지 확인,수락된 제안과 비행장 코드 준비,도도코드 전송 화면 진입; 대상 선택; 코드 전송,선택한 대상에게만 코드가 연결되고 상태가 전송 완료로 반영,,
66,QA-GS-066,,,,,R2 Core,P0,도도코드 확인 수정 후,상대가 초대 코드를 받았지만 규칙 미동의,iOS/Android,마켓,규칙 동의 전 상태,코드가 바로 노출되지 않고 규칙 동의가 먼저 필요한지 확인,초대 코드가 발급된 거래 준비,상대 계정으로 코드 확인 화면 진입,규칙 동의 전에는 코드가 숨겨지고 안내 문구가 표시,,
67,QA-GS-067,,,,,R2 Core,P0,규칙 동의 처리 수정 후,상대가 규칙에 동의함,iOS/Android,마켓,규칙 동의 후 코드 공개,규칙 동의 후 실제 초대 코드가 보이는지 확인,코드 확인 화면 진입 상태,규칙 동의 액션 수행,초대 코드가 공개되고 이후 상태가 유지,,
68,QA-GS-068,,,,,R2 Core,P1,내 거래 페이지 수정 후,대기중 거래중 완료 거래가 섞여 있음,iOS/Android,마켓,내 거래 관리 페이지,상태별 목록 분류가 맞는지 확인,각 상태의 거래 준비,내 거래 페이지 진입; 상태 탭/섹션 확인,대기중 거래중 완료됨 상태가 의도한 그룹에 표시,,
69,QA-GS-069,,,,,R2 Core,P0,신고 플로우 수정 후,신고 가능한 타인 거래글,iOS/Android,마켓,거래글 신고,신고 사유 선택과 완료 처리가 되는지 확인,신고 대상 거래글 준비,상세 메뉴 열기; 신고 사유 선택; 제출,신고 완료 다이얼로그가 보이고 중복 신고가 방어됨,,
70,QA-GS-070,,,,,R2 Core,P0,차단 플로우 수정 후,차단 가능한 타인 거래글,iOS/Android,차단,마켓에서 유저 차단,차단 이후 상호 비노출이 적용되는지 확인,테스트 계정 2개 준비,마켓에서 상대 차단; 양쪽 계정 목록과 비행장 요청 확인,서로의 게시글과 방문 요청이 보이지 않게 반영,,
71,QA-GS-071,,,,,R2 Core,P1,비활성 거래 UI 수정 후,거래 완료 또는 취소된 글 상세,iOS/Android,마켓,비활성 거래 액션 차단,종료된 거래에 추가 액션이 막히는지 확인,완료 또는 취소 상태 거래 준비,상세 진입; 하단 액션 여부 확인,종료 상태에서는 제안/진행 액션이 숨겨지거나 비활성화됨,,
72,QA-GS-072,,,,,R2 Core,P0,알림 리스트 수정 후,알림 데이터 3건 이상 존재,iOS/Android,알림,알림 목록 정렬,최신순 정렬과 읽음 상태가 맞는지 확인,읽음/미읽음 알림 혼합 준비,알림 페이지 진입,최신 알림이 위에 오고 읽음 여부가 시각적으로 구분,,
73,QA-GS-073,,,,,R2 Core,P0,알림 액션 수정 후,미읽음 알림이 존재,iOS/Android,알림,모두 읽음 처리,모두 읽음이 일괄로 반영되는지 확인,미읽음 알림 2건 이상 준비,알림 페이지에서 모두 읽음 선택,모든 미읽음 알림이 읽음 상태로 바뀌고 성공 스낵바 표시,,
74,QA-GS-074,,,,,R2 Core,P0,알림 상세 이동 수정 후,거래글과 연결된 알림 존재,iOS/Android,알림,알림 탭 시 거래 상세 진입,알림이 연결된 상세로 이동하는지 확인,offerId가 있는 알림 준비,알림 목록에서 항목 탭,읽음 처리 후 해당 거래 상세가 열림,,
75,QA-GS-075,,,,,R2 Core,P1,실시간 알림 모달 수정 후,앱 사용 중 거래 제안/수락/취소 발생,iOS/Android,알림,실시간 모달 노출,실시간 알림이 앱 내부 모달로 뜨는지 확인,실시간 이벤트 발생 환경 준비,앱 포그라운드 유지; 이벤트 발생,관련 실시간 모달이 표시되고 액션 선택 가능,,
76,QA-GS-076,,,,,R2 Core,P1,실시간 알림 중복 방지 수정 후,오래된 미읽음 알림 또는 동일 이벤트 재수신,iOS/Android,알림,실시간 모달 중복 방지,같은 이벤트가 반복 팝업되지 않는지 확인,동일 이벤트 재현 환경 또는 오래된 알림 데이터,앱 재진입 또는 이벤트 재발생 유도,오래된 알림/중복 이벤트는 다시 모달로 뜨지 않음,,
77,QA-GS-077,,,,,R3 Edge,P1,푸시 딥링크 수정 후,앱이 백그라운드 또는 종료 상태에서 푸시 탭,iOS/Android,푸시,푸시 딥링크 상세 이동,푸시 탭 후 연결 거래 상세로 이동하는지 확인,거래 관련 푸시 준비,푸시 수신; 알림 탭,앱이 열리며 해당 거래 상세로 정확히 진입,,
